,STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,DATE
13,ID,0.006486,0.000582,0.001215,0.003766,0.002602,0.005094,0.000301,0.000522,0.000319,0.000502,0.000672,0.002445,0.00229,0.974768,0.001391,0.001327,0.001484,0.000916,0.000603,0.000364,0.000375,0.000556,0.000486,0.001746,0.001482,0.000886,0.089209,0.000492,0.006954,0.005272,0.000418,0.000421,0.005556,0.012079,0.000345,0.000831,0.001518,0.035063,0.000709,0.000193,0.000542,0.007696,0.001026,0.000895,0.055612,0.00063,0.000862,0.067929,0.001187,0.000532,0.089207,2021-05-26
14,IL,0.010594,0.007518,0.017898,0.011916,0.004881,0.015231,0.005825,0.012117,0.005894,0.009871,0.008023,0.009934,0.128989,0.011448,0.984305,0.123451,0.019597,0.040596,0.005876,0.005553,0.00808,0.007256,0.026417,0.02153,0.115633,0.009255,0.020596,0.006719,0.016788,0.02723,0.005668,0.005518,0.02064,0.015507,0.005133,0.019128,0.013555,0.00719,0.010764,0.005158,0.008062,0.026278,0.020039,0.006213,0.01333,0.009312,0.009215,0.006158,0.137183,0.011611,0.055296,2021-05-26
15,IN,0.003892,0.006074,0.011122,0.006053,0.002236,0.007348,0.004754,0.006581,0.005084,0.006219,0.006538,0.002423,0.017259,0.006598,0.106028,0.980819,0.00879,0.154014,0.003757,0.003958,0.006945,0.005058,0.056901,0.009798,0.018576,0.00622,0.013457,0.005769,0.010018,0.013336,0.004116,0.004991,0.015394,0.007969,0.004247,0.067018,0.008692,0.003568,0.011082,0.003611,0.006987,0.012889,0.017901,0.003506,0.007645,0.00815,0.006696,0.00298,0.024774,0.016896,0.036966,2021-05-26
16,KS,0.002811,0.002468,0.013038,0.00533,0.001617,0.023502,0.000761,0.002246,0.001302,0.002398,0.002049,0.003362,0.018688,0.005513,0.006065,0.004541,0.9785,0.004153,0.002528,0.000812,0.00147,0.001192,0.001302,0.005661,0.17992,0.003335,0.010425,0.001445,0.007996,0.059884,0.000736,0.000912,0.015312,0.005474,0.000676,0.002378,0.047128,0.00242,0.001721,0.000741,0.001617,0.020137,0.003627,0.004928,0.007535,0.001882,0.001127,0.00191,0.00385,0.002376,0.036137,2021-05-26
17,KY,0.003315,0.012842,0.010658,0.003501,0.001221,0.005178,0.002417,0.005693,0.003266,0.009895,0.011521,0.002882,0.00881,0.004896,0.025308,0.10663,0.006674,0.969906,0.004503,0.001998,0.004655,0.002648,0.014018,0.004863,0.01794,0.009671,0.008182,0.007949,0.004687,0.007345,0.002307,0.002494,0.008236,0.004334,0.002645,0.088603,0.005109,0.002312,0.007037,0.001709,0.011973,0.006774,0.087191,0.002857,0.004765,0.011992,0.004508,0.001878,0.010027,0.075146,0.023524,2021-05-26
18,LA,0.003243,0.023537,0.040345,0.004611,0.001604,0.004869,0.001514,0.003656,0.002014,0.011568,0.007486,0.003362,0.00238,0.002591,0.003433,0.003224,0.003423,0.004688,0.982372,0.001142,0.00253,0.001721,0.001295,0.001462,0.005234,0.114528,0.005275,0.003399,0.001716,0.002679,0.001014,0.001676,0.013433,0.004828,0.00118,0.002077,0.011002,0.001518,0.002095,0.001322,0.004664,0.002583,0.009101,0.026913,0.003615,0.003516,0.00179,0.001295,0.001792,0.002637,0.011653,2021-05-26
19,MA,0.001297,0.000755,0.000904,0.001299,0.00107,0.001735,0.138553,0.007312,0.005845,0.003077,0.001642,0.001965,0.000833,0.000934,0.001725,0.002056,0.00081,0.001574,0.000723,0.98619,0.00497,0.106027,0.001067,0.001092,0.001041,0.000842,0.001643,0.002319,0.00095,0.001079,0.436225,0.010678,0.001912,0.001768,0.017016,0.00231,0.001022,0.000709,0.006326,0.556447,0.00235,0.000764,0.001769,0.000826,0.001647,0.004209,0.111177,0.000987,0.001127,0.002225,0.004364,2021-05-26
20,MD,0.001369,0.002165,0.0024,0.002488,0.001289,0.003202,0.01497,0.760368,0.42454,0.005317,0.00432,0.002685,0.002076,0.001898,0.0033,0.004903,0.001974,0.00492,0.001909,0.009757,0.975271,0.013982,0.002329,0.001491,0.00275,0.00226,0.003064,0.011317,0.001654,0.002499,0.010818,0.028594,0.004657,0.003518,0.014589,0.006838,0.001888,0.001056,0.078829,0.013314,0.008959,0.001871,0.004596,0.001661,0.002723,0.115998,0.010276,0.001125,0.002161,0.1179,0.007681,2021-05-26
21,ME,0.00036,0.000193,0.000262,0.000244,0.000155,0.000404,0.007755,0.001097,0.001547,0.000497,0.000414,0.000218,0.000236,0.000331,0.000362,0.000488,0.000183,0.000434,0.000167,0.032086,0.00123,0.979901,0.000288,0.00025,0.000314,0.000218,0.000569,0.000594,0.000245,0.000274,0.149465,0.001451,0.000278,0.000368,0.001767,0.000532,0.000242,0.000247,0.001415,0.010799,0.000492,0.00029,0.000435,0.000151,0.000368,0.001129,0.03043,0.000197,0.000382,0.000575,0.001178,2021-05-26
22,MI,0.005333,0.002099,0.003353,0.002976,0.001225,0.003674,0.002036,0.005484,0.002259,0.003566,0.002926,0.002511,0.005912,0.002425,0.016946,0.060189,0.002305,0.010015,0.001505,0.00201,0.00338,0.003125,0.992266,0.00507,0.004307,0.002009,0.005149,0.002699,0.004565,0.004278,0.002108,0.002156,0.003759,0.005474,0.002655,0.041009,0.002224,0.001248,0.005166,0.001547,0.003161,0.004375,0.005398,0.001538,0.003744,0.003394,0.003447,0.00186,0.022283,0.00586,0.010256,2021-05-26
23,MN,0.013693,0.001005,0.002055,0.003476,0.001334,0.005131,0.001443,0.002507,0.000688,0.001956,0.00171,0.003886,0.0518,0.006538,0.006976,0.005256,0.004824,0.002872,0.000933,0.001293,0.00143,0.001562,0.003374,0.988028,0.004568,0.001225,0.02644,0.001285,0.34811,0.012806,0.001889,0.001019,0.003677,0.005196,0.000958,0.002727,0.002938,0.002913,0.001791,0.001032,0.001326,0.12475,0.002303,0.00122,0.004618,0.001449,0.001326,0.003876,0.091549,0.001845,0.023786,2021-05-26
24,MO,0.00418,0.008458,0.117523,0.010226,0.003137,0.015739,0.002346,0.005693,0.002849,0.007326,0.005547,0.006222,0.059879,0.009294,0.09651,0.019331,0.354134,0.020202,0.007455,0.002217,0.00398,0.003601,0.005528,0.011015,0.980133,0.01441,0.017311,0.004006,0.01014,0.050722,0.002347,0.0025,0.02332,0.010096,0.002076,0.007883,0.05186,0.004716,0.005004,0.002063,0.004751,0.024038,0.018907,0.007435,0.011656,0.004861,0.004044,0.003504,0.011214,0.006467,0.052285,2021-05-26
25,MS,0.00209,0.088072,0.047723,0.003846,0.001257,0.003412,0.00116,0.003134,0.001596,0.015313,0.010868,0.002096,0.003443,0.002516,0.004596,0.004456,0.004676,0.007976,0.122213,0.000856,0.002335,0.001218,0.001464,0.001472,0.01136,0.972913,0.004865,0.004004,0.001746,0.003597,0.000915,0.001262,0.011374,0.00376,0.000771,0.002526,0.01122,0.001256,0.002081,0.000935,0.005769,0.00282,0.083244,0.007824,0.002916,0.00397,0.00126,0.001033,0.002225,0.003234,0.013093,2021-05-26
26,MT,0.004612,0.000491,0.00082,0.00158,0.000934,0.00337,0.000221,0.000313,0.000221,0.000362,0.00049,0.000742,0.001862,0.037463,0.000977,0.001032,0.001123,0.000741,0.000428,0.000291,0.00031,0.000371,0.000501,0.002814,0.001074,0.000653,0.967715,0.000428,0.045585,0.002773,0.000418,0.000305,0.002794,0.003509,0.000285,0.000664,0.001046,0.005317,0.000545,0.000226,0.000442,0.015076,0.000791,0.000555,0.008905,0.0004,0.000398,0.009758,0.001329,0.00038,0.100816,2021-05-26
27,NC,0.004468,0.010152,0.006712,0.005023,0.002241,0.005136,0.011606,0.03348,0.023872,0.015762,0.032727,0.005633,0.005277,0.003284,0.006347,0.009692,0.004144,0.017829,0.006397,0.009208,0.027853,0.014591,0.006429,0.003574,0.005728,0.008659,0.00635,0.982486,0.003125,0.005215,0.010142,0.011664,0.006618,0.005959,0.010805,0.014069,0.004379,0.002266,0.017366,0.010542,0.221616,0.00543,0.036276,0.003465,0.004259,0.108105,0.015381,0.002305,0.005144,0.041952,0.01366,2021-05-26
28,ND,0.002234,0.000209,0.000538,0.000698,0.000253,0.001583,0.000221,0.000209,0.000172,0.000217,0.000249,0.00024,0.002745,0.003676,0.000983,0.001035,0.001236,0.000539,0.000229,0.00023,0.000235,0.000371,0.000453,0.054994,0.000916,0.000203,0.04729,0.000224,0.979689,0.003474,0.000259,0.000181,0.001079,0.001409,0.000211,0.000528,0.000891,0.001218,0.000339,9.7e-05,0.000248,0.03835,0.000448,0.000321,0.001408,0.000293,0.000398,0.001566,0.002945,0.000434,0.012918,2021-05-26
29,NE,0.002378,0.001473,0.003704,0.004443,0.00187,0.022239,0.000841,0.00235,0.000958,0.001606,0.001435,0.002118,0.114098,0.011132,0.005924,0.004362,0.032915,0.002934,0.001217,0.000873,0.001335,0.00098,0.001823,0.009091,0.013353,0.001907,0.014342,0.001092,0.013847,0.980124,0.001173,0.001001,0.009119,0.009117,0.00074,0.002209,0.006045,0.004909,0.001733,0.000613,0.001172,0.127359,0.002306,0.001858,0.012594,0.001646,0.001326,0.002599,0.005054,0.001736,0.109021,2021-05-26
30,NH,0.00036,0.000243,0.000282,0.000349,0.000211,0.000508,0.016909,0.001724,0.001646,0.000751,0.000444,0.00048,0.000304,0.000286,0.000452,0.000647,0.000189,0.000504,0.000187,0.177745,0.001495,0.169209,0.000278,0.000265,0.000355,0.000266,0.000411,0.000712,0.000184,0.000274,0.972835,0.002227,0.000605,0.000494,0.003098,0.000733,0.000324,0.000231,0.00184,0.035042,0.000763,0.000237,0.000491,0.000206,0.000405,0.001383,0.298793,0.000243,0.00033,0.000651,0.001658,2021-05-26
31,NJ,0.001513,0.00176,0.002292,0.002921,0.00189,0.003098,0.053453,0.035412,0.137093,0.007415,0.004045,0.003493,0.002081,0.001973,0.003651,0.004909,0.001531,0.003876,0.001773,0.021204,0.034223,0.017662,0.0022,0.00152,0.00229,0.001956,0.003538,0.006667,0.001501,0.002641,0.016267,0.982898,0.005474,0.004478,0.156064,0.006098,0.002187,0.001456,0.141728,0.024855,0.0069,0.001397,0.003756,0.001741,0.003027,0.016811,0.022143,0.001391,0.002126,0.007585,0.009863,2021-05-26
32,NM,0.001297,0.001875,0.005798,0.027758,0.004957,0.025991,0.000664,0.000679,0.00086,0.001177,0.001528,0.00214,0.002953,0.006297,0.002698,0.002715,0.005705,0.00221,0.003465,0.000756,0.00125,0.0009,0.000875,0.001385,0.004421,0.003199,0.008403,0.001064,0.002543,0.005291,0.000776,0.00096,0.954684,0.012204,0.000638,0.001682,0.012586,0.003452,0.001595,0.000709,0.001189,0.004771,0.002881,0.015906,0.012843,0.001712,0.001061,0.001938,0.00147,0.001476,0.028106,2021-05-26
33,NV,0.007999,0.00188,0.00283,0.041759,0.036533,0.013743,0.001231,0.003761,0.00194,0.002249,0.00273,0.013973,0.005429,0.031619,0.004805,0.003974,0.004345,0.002495,0.002294,0.001427,0.00248,0.001192,0.003429,0.00582,0.004016,0.00182,0.019522,0.001807,0.006096,0.009834,0.001213,0.001786,0.019103,0.959797,0.001669,0.002842,0.00483,0.01549,0.002343,0.001193,0.001574,0.007775,0.002568,0.00482,0.073055,0.002136,0.00053,0.011921,0.004072,0.001389,0.04264,2021-05-26
34,NY,0.002378,0.002005,0.002588,0.003367,0.002554,0.003826,0.187845,0.029197,0.030798,0.009516,0.004746,0.004126,0.002858,0.002501,0.004996,0.006159,0.002004,0.004968,0.00182,0.045588,0.020829,0.030982,0.003705,0.002419,0.002878,0.001839,0.00398,0.007537,0.002512,0.002963,0.034085,0.202574,0.005213,0.005097,0.990336,0.009643,0.002245,0.001765,0.059174,0.043456,0.007322,0.002135,0.004428,0.002198,0.003901,0.014292,0.18629,0.001965,0.003181,0.008019,0.010562,2021-05-26
35,OH,0.00418,0.005282,0.008569,0.005262,0.002144,0.00663,0.007303,0.013005,0.008694,0.007557,0.006993,0.003668,0.010132,0.005363,0.0176,0.08569,0.005799,0.144086,0.003321,0.00618,0.012384,0.008686,0.067128,0.006191,0.010119,0.005552,0.011277,0.009776,0.006954,0.009294,0.00696,0.007763,0.01242,0.008184,0.009122,0.989301,0.00671,0.002928,0.055715,0.005222,0.011765,0.009673,0.016133,0.003159,0.006495,0.013375,0.012464,0.002498,0.011472,0.247423,0.030158,2021-05-26
36,OK,0.004901,0.004687,0.096963,0.011723,0.003178,0.012458,0.001222,0.003708,0.00167,0.003871,0.002898,0.003733,0.009682,0.005333,0.006272,0.005883,0.076246,0.004736,0.007918,0.001388,0.002125,0.001907,0.001899,0.004877,0.036741,0.00742,0.009888,0.001995,0.00723,0.015324,0.001253,0.001365,0.044123,0.00813,0.001045,0.003284,0.980335,0.002967,0.00265,0.000967,0.002367,0.013179,0.005953,0.035695,0.007571,0.003032,0.001591,0.001929,0.004042,0.003179,0.033693,2021-05-26
37,OR,0.011891,0.000499,0.001008,0.004699,0.007481,0.004114,0.000363,0.000888,0.000467,0.00056,0.00059,0.008908,0.00171,0.095383,0.001112,0.000953,0.001348,0.000767,0.000564,0.000431,0.000585,0.00045,0.000422,0.001491,0.001193,0.000586,0.018575,0.000436,0.002298,0.00353,0.000457,0.000444,0.004723,0.011343,0.000344,0.000711,0.001215,0.985713,0.000671,0.000258,0.000415,0.004323,0.000748,0.000933,0.011104,0.000648,0.000928,0.127629,0.0009,0.000499,0.024091,2021-05-26
38,PA,0.003171,0.003551,0.005166,0.004653,0.002195,0.005131,0.028541,0.058968,0.327431,0.007344,0.006089,0.003188,0.005434,0.004097,0.007903,0.012442,0.003766,0.010156,0.002851,0.017129,0.143997,0.022243,0.007329,0.003497,0.005462,0.003974,0.007613,0.011553,0.004013,0.005934,0.017997,0.182866,0.009887,0.005959,0.065772,0.047885,0.004243,0.002258,0.983614,0.018891,0.010948,0.00456,0.008475,0.002711,0.005198,0.033609,0.028905,0.001901,0.005594,0.132506,0.021473,2021-05-26
39,RI,0.000216,0.000165,0.000183,0.000332,0.000186,0.000425,0.064979,0.00188,0.0014,0.000836,0.000364,0.000371,0.000146,6e-05,0.000338,0.000397,0.000154,0.000403,0.000171,0.123592,0.001345,0.008738,0.000174,0.000216,0.000233,0.000194,0.000379,0.000538,9.2e-05,0.00017,0.016923,0.003311,0.000409,0.000233,0.003462,0.000509,0.000172,0.000131,0.001459,0.971019,0.000616,0.000237,0.00043,0.000182,0.000239,0.001052,0.008154,0.000129,0.000197,0.000412,0.000611,2021-05-26
40,SC,0.001585,0.009442,0.004089,0.00253,0.001022,0.002888,0.00756,0.015721,0.013262,0.014172,0.06649,0.002074,0.002925,0.002244,0.00437,0.006353,0.002382,0.012537,0.004356,0.006001,0.014644,0.007838,0.00419,0.00227,0.003489,0.006443,0.003506,0.161157,0.001593,0.003133,0.006463,0.00797,0.004412,0.003105,0.006554,0.009611,0.002766,0.001295,0.01093,0.005867,0.975342,0.002873,0.017013,0.002212,0.002659,0.028053,0.008884,0.001304,0.003198,0.02281,0.008729,2021-05-26
41,SD,0.001658,0.000499,0.001225,0.00145,0.000491,0.004969,0.000283,0.000836,0.000246,0.000512,0.000474,0.000589,0.042687,0.005257,0.00155,0.001288,0.003789,0.000952,0.000521,0.000246,0.000445,0.000318,0.000536,0.03038,0.00249,0.000808,0.027925,0.000462,0.065315,0.048157,0.000517,0.000195,0.002386,0.002154,0.000222,0.000752,0.001896,0.001919,0.000519,0.000129,0.000392,0.967659,0.000822,0.00061,0.003422,0.000484,0.000464,0.002287,0.003387,0.000619,0.078994,2021-05-26
42,TN,0.004973,0.082014,0.055922,0.006986,0.002916,0.007505,0.004249,0.009297,0.007417,0.021084,0.062973,0.005109,0.010402,0.006161,0.01994,0.030622,0.009612,0.14559,0.012802,0.004036,0.009119,0.005084,0.011995,0.006075,0.024815,0.151557,0.011056,0.03177,0.006556,0.009058,0.004633,0.004573,0.015721,0.007592,0.003718,0.020876,0.00987,0.003052,0.009251,0.003482,0.031374,0.008856,0.974459,0.006548,0.007553,0.044899,0.006232,0.002792,0.011141,0.026325,0.029852,2021-05-26
43,TX,0.020323,0.015751,0.093318,0.031592,0.012474,0.033869,0.004417,0.011334,0.005256,0.014834,0.010428,0.027291,0.012067,0.015365,0.012543,0.011839,0.029841,0.011344,0.105596,0.00454,0.00786,0.004978,0.005834,0.008143,0.021265,0.028277,0.023882,0.007399,0.012377,0.018125,0.004415,0.005118,0.25668,0.030691,0.004053,0.007408,0.135725,0.010195,0.006588,0.003353,0.008437,0.017976,0.016346,0.993591,0.022696,0.009503,0.004309,0.008945,0.007905,0.006402,0.054598,2021-05-26
44,UT,0.007999,0.001162,0.002425,0.014863,0.006959,0.022118,0.000814,0.001776,0.001326,0.001352,0.001704,0.007358,0.005001,0.092144,0.002981,0.002674,0.003902,0.002214,0.001353,0.001036,0.00137,0.001245,0.001601,0.003069,0.003389,0.001646,0.043815,0.001235,0.005545,0.012124,0.001452,0.001046,0.016946,0.049455,0.000933,0.001818,0.003554,0.013216,0.001504,0.00058,0.001122,0.00912,0.002163,0.002069,0.974489,0.001521,0.001525,0.008642,0.002173,0.00128,0.131279,2021-05-26
45,VA,0.002811,0.005982,0.005497,0.003829,0.002101,0.004691,0.015997,0.542254,0.067367,0.009423,0.010545,0.004105,0.003741,0.002802,0.005556,0.007989,0.00318,0.020653,0.003963,0.011554,0.211228,0.018033,0.00436,0.00267,0.004266,0.00561,0.005244,0.074887,0.003339,0.004297,0.013761,0.019898,0.007975,0.004873,0.014363,0.013265,0.003484,0.001842,0.032164,0.012992,0.027511,0.004138,0.039142,0.002896,0.003698,0.977785,0.01843,0.002154,0.003631,0.175738,0.011609,2021-05-26
46,VT,0.000216,0.00011,0.000148,0.000164,8.5e-05,0.000262,0.008959,0.00094,0.000835,0.000222,0.000158,0.000175,0.000169,0.000226,0.000228,0.000412,0.000106,0.000307,5.8e-05,0.012651,0.000735,0.010115,0.000164,0.000178,0.000194,0.00014,0.000316,0.000292,0.000153,0.000133,0.085551,0.001422,0.000163,0.000215,0.006069,0.000397,0.000164,0.000162,0.001064,0.004739,0.000285,0.000158,0.000229,8.2e-05,0.000239,0.00066,0.968974,0.000106,0.00024,0.000282,0.001091,2021-05-26
47,WA,0.070193,0.00064,0.001195,0.006271,0.005281,0.0051,0.000646,0.002507,0.000737,0.001087,0.00105,0.021287,0.002093,0.169782,0.001598,0.001294,0.001632,0.001096,0.000859,0.000968,0.00097,0.000821,0.000956,0.002761,0.00151,0.000794,0.053987,0.000722,0.005668,0.003313,0.000815,0.000628,0.00451,0.01137,0.000618,0.000962,0.00144,0.182992,0.000851,0.000806,0.000773,0.006141,0.00113,0.001388,0.011306,0.00107,0.00126,0.989585,0.001573,0.000673,0.02492,2021-05-26
48,WI,0.002306,0.001538,0.003279,0.002988,0.00105,0.004345,0.001797,0.002298,0.001375,0.002195,0.002209,0.001572,0.04105,0.003796,0.079006,0.013136,0.003576,0.005477,0.001392,0.001411,0.00197,0.00196,0.01249,0.137972,0.005792,0.00182,0.012667,0.001793,0.020832,0.007629,0.001909,0.00157,0.004429,0.004289,0.001507,0.004891,0.003025,0.002004,0.00312,0.001322,0.002146,0.016421,0.00382,0.001302,0.003395,0.002235,0.002387,0.002282,0.985742,0.002995,0.017283,2021-05-26
49,WV,0.000649,0.001648,0.00238,0.001122,0.000375,0.001536,0.002594,0.018907,0.008203,0.002049,0.002422,0.000655,0.002065,0.00119,0.003277,0.006956,0.001431,0.032129,0.001077,0.001892,0.053852,0.002675,0.003773,0.001251,0.002567,0.001762,0.002527,0.010226,0.001685,0.001959,0.002287,0.003341,0.003187,0.001445,0.00274,0.052126,0.001687,0.000694,0.036102,0.001741,0.008598,0.001871,0.005288,0.000745,0.001444,0.047005,0.003646,0.000487,0.002233,0.965796,0.006023,2021-05-26
50,WY,0.002378,0.00099,0.002242,0.003295,0.002116,0.026343,0.000496,0.000575,0.000688,0.000672,0.000994,0.00083,0.005592,0.038638,0.002499,0.002424,0.003884,0.001864,0.001132,0.000493,0.0008,0.000636,0.000797,0.002751,0.003122,0.001525,0.081817,0.000696,0.012407,0.025053,0.000656,0.00072,0.009364,0.008929,0.000489,0.001423,0.003291,0.007845,0.001218,0.000258,0.00083,0.042646,0.001636,0.00127,0.034959,0.000968,0.001127,0.005125,0.001955,0.001194,0.927814,2021-05-26
0,AK,0.993825,5.9e-05,4.7e-05,0.000322,0.000125,0.000237,3e-05,9.2e-05,2.1e-05,6.4e-05,9.5e-05,0.000381,6.5e-05,0.000584,7.7e-05,6.3e-05,0.000104,0.000108,5.8e-05,0.000106,6.5e-05,6.5e-05,7.6e-05,0.000158,7.6e-05,7.4e-05,0.000611,4.1e-05,0.000179,0.000212,7.5e-05,3.6e-05,0.000233,0.000478,3.1e-05,4.6e-05,0.000103,0.000947,6.9e-05,2.8e-05,5.7e-05,0.000131,9.6e-05,8.3e-05,0.000354,6.2e-05,0.000139,0.001649,0.000174,5.2e-05,0.000144,2020-10-17
1,AL,0.000797,0.964261,0.014279,0.002907,0.00118,0.003014,0.002024,0.003457,0.001866,0.032556,0.077837,0.000461,0.003269,0.002188,0.00483,0.012716,0.004037,0.029149,0.034746,0.001386,0.002705,0.002467,0.002372,0.001874,0.00638,0.128029,0.004961,0.008237,0.00176,0.004267,0.002439,0.001548,0.009623,0.002862,0.001663,0.004399,0.005923,0.001226,0.002842,0.001189,0.010808,0.003437,0.085274,0.005495,0.003064,0.005315,0.002038,0.001169,0.002549,0.004391,0.0113,2020-10-17
2,AR,0.000448,0.008243,0.959981,0.004315,0.001352,0.004072,0.000881,0.002213,0.0014,0.002319,0.004422,0.00018,0.005301,0.002893,0.007313,0.006695,0.015398,0.009383,0.032243,0.000776,0.00196,0.001234,0.002005,0.002037,0.05382,0.036637,0.003715,0.002769,0.002321,0.006637,0.001174,0.001126,0.017749,0.00351,0.000967,0.003429,0.071801,0.001402,0.00232,0.000553,0.002782,0.006632,0.030862,0.016474,0.003395,0.003246,0.001297,0.000832,0.002336,0.0035,0.01695,2020-10-17
3,AZ,0.003685,0.001869,0.005444,0.97832,0.023146,0.013118,0.000926,0.002397,0.001273,0.001729,0.002123,0.003145,0.004325,0.01037,0.004338,0.003899,0.005005,0.002448,0.002805,0.001028,0.001564,0.001234,0.001868,0.003432,0.004872,0.003083,0.007747,0.001595,0.004285,0.007162,0.000978,0.001232,0.06884,0.057559,0.001048,0.002121,0.008591,0.00702,0.001705,0.00094,0.001445,0.005691,0.003649,0.00554,0.030737,0.001888,0.000556,0.005811,0.002416,0.001425,0.024364,2020-10-17
4,CA,0.006822,0.00282,0.005297,0.087615,0.992674,0.014875,0.003108,0.007468,0.002354,0.003211,0.003485,0.02049,0.004783,0.027973,0.005369,0.00497,0.006313,0.0037,0.004316,0.003186,0.004071,0.003268,0.002751,0.004445,0.005459,0.003632,0.015396,0.003097,0.004259,0.010201,0.003703,0.002941,0.040837,0.175286,0.002933,0.003342,0.007811,0.042558,0.003142,0.002405,0.002517,0.006764,0.004992,0.006422,0.035975,0.003897,0.003659,0.017292,0.003267,0.002096,0.042322,2020-10-17
5,CO,0.003635,0.002357,0.005553,0.014945,0.005273,0.976545,0.001673,0.003872,0.001909,0.003004,0.002501,0.002504,0.009028,0.016315,0.005623,0.004637,0.02274,0.003415,0.003878,0.001786,0.002279,0.00184,0.002487,0.005519,0.010004,0.002775,0.023803,0.00212,0.010635,0.036158,0.001987,0.001429,0.063981,0.015128,0.001017,0.003107,0.010658,0.006674,0.002742,0.001106,0.001745,0.021867,0.004062,0.007113,0.032619,0.002493,0.002316,0.005166,0.003813,0.002159,0.18541,2020-10-17
6,CT,0.000199,0.000745,0.0009,0.000683,0.000526,0.001149,0.95066,0.008205,0.01069,0.001519,0.001429,0.0002,0.001041,0.000535,0.001483,0.002314,0.000951,0.001589,0.000775,0.092839,0.00613,0.028331,0.001078,0.000816,0.00096,0.00094,0.000831,0.002155,0.000587,0.001261,0.040794,0.021086,0.001798,0.000767,0.044205,0.00263,0.000796,0.000473,0.008829,0.177578,0.00186,0.001948,0.001611,0.000519,0.00089,0.004156,0.067948,0.000626,0.001032,0.003207,0.003959,2020-10-17
7,DC,0.0001,0.000401,0.000407,0.000371,0.00031,0.000635,0.00177,0.803024,0.013171,0.000777,0.000862,0.00016,0.000332,0.00034,0.000626,0.000751,0.000242,0.000767,0.000318,0.001221,0.126694,0.001061,0.000489,0.000362,0.000303,0.000336,0.000489,0.0023,0.00023,0.000398,0.000963,0.003102,0.000412,0.000647,0.00189,0.000809,0.000339,0.000303,0.004784,0.001797,0.001442,0.000372,0.000911,0.000333,0.000788,0.049246,0.000973,0.00022,0.000301,0.008541,0.00072,2020-10-17
8,DE,0.000199,0.000437,0.000569,0.000322,0.000217,0.000497,0.004363,0.025216,0.91073,0.000997,0.000876,0.00014,0.000377,0.000219,0.000511,0.000938,0.000341,0.000702,0.000318,0.002488,0.083633,0.002337,0.000397,0.000296,0.000373,0.000433,0.000464,0.00271,0.000357,0.000415,0.00417,0.023124,0.000796,0.000415,0.003648,0.001424,0.000369,0.000115,0.03968,0.003373,0.001636,0.000306,0.000953,0.000232,0.000323,0.011162,0.003705,0.00018,0.00025,0.00437,0.001188,2020-10-17
9,FL,0.00254,0.089916,0.009845,0.006059,0.002955,0.00908,0.006439,0.014429,0.011644,0.984349,0.080508,0.002063,0.00599,0.00338,0.010107,0.022735,0.005879,0.037898,0.024746,0.007588,0.011127,0.00725,0.00697,0.005894,0.008039,0.030336,0.004814,0.020281,0.003469,0.005367,0.008099,0.008852,0.009005,0.007561,0.007151,0.01035,0.0063,0.002476,0.008684,0.007161,0.023871,0.005385,0.056247,0.006994,0.005498,0.012809,0.007689,0.002883,0.005718,0.009536,0.012236,2020-10-17
10,GA,0.003585,0.12418,0.012797,0.004543,0.002392,0.005639,0.004788,0.011801,0.007296,0.049846,0.968644,0.001302,0.005618,0.004024,0.008154,0.014428,0.005895,0.028948,0.014909,0.003975,0.008736,0.006038,0.006396,0.004886,0.007977,0.030051,0.006525,0.041934,0.003418,0.0064,0.00435,0.004433,0.011476,0.006372,0.004586,0.01127,0.006688,0.002694,0.006334,0.002848,0.110839,0.005078,0.09307,0.005401,0.006286,0.016055,0.004585,0.002411,0.004628,0.010375,0.018498,2020-10-17
11,HI,0.000847,3.3e-05,3.3e-05,0.000203,0.000356,0.000181,3.7e-05,0.000277,2.1e-05,5.9e-05,5.5e-05,0.992028,3.5e-05,9.7e-05,4.5e-05,2.5e-05,7.7e-05,5.2e-05,0.000182,3.7e-05,0.000112,2.2e-05,4.4e-05,5e-05,5.2e-05,7.8e-05,9.8e-05,5.2e-05,0.0,3.4e-05,6e-05,5.2e-05,0.000151,0.000591,4.1e-05,5.3e-05,5.3e-05,0.000212,2.4e-05,5.5e-05,7.3e-05,4.4e-05,4.2e-05,7e-05,0.000142,8.9e-05,0.0,0.000352,6.5e-05,5.2e-05,3.6e-05,2020-10-17
12,IA,0.000896,0.001784,0.005524,0.003881,0.001412,0.008303,0.001442,0.002305,0.001145,0.001559,0.001994,0.0002,0.961119,0.006601,0.041938,0.007856,0.023004,0.004555,0.001651,0.001143,0.001559,0.001667,0.003347,0.040951,0.02787,0.002682,0.011559,0.002042,0.014971,0.195615,0.001641,0.001315,0.008854,0.005275,0.001026,0.003641,0.008218,0.002548,0.002285,0.000581,0.001471,0.14569,0.004417,0.001979,0.007404,0.002034,0.002455,0.001993,0.029536,0.003102,0.045525,2020-10-17
